Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
2007-01-29,05:00:00,0.604,0.051,240.83,2.51,0.263,0.077,0.064
2007-01-29,06:00:00,0.802,0.091,240.23,3.34,0.367,0.1,0.075
2007-01-29,07:00:00,1.121,0.135,238.48,4.7,0.464,0.213,0.141
2007-01-29,08:00:00,1.517,0.167,242.97,6.24,0.693,0.184,0.102
2007-01-29,09:00:00,1.788,0.18,239.08,7.48,0.871,0.333,0.135
2007-01-29,10:00:00,1.611,0.182,240.94,6.69,0.661,0.21,0.215
2007-01-29,11:00:00,1.089,0.115,239.57,4.55,0.36,0.217,0.132
2007-01-29,12:00:00,1.263,0.136,238.79,5.29,0.558,0.25,0.156
2007-01-29,13:00:00,1.134,0.133,242.1,4.68,0.433,0.207,0.068
2007-01-29,14:00:00,1.117,0.093,240.53,4.65,0.454,0.209,0.11
2007-01-29,15:00:00,1.144,0.114,235.63,4.85,0.486,0.209,0.122
2007-01-29,16:00:00,1.23,0.125,240.6,5.11,0.546,0.2,0.157
2007-01-29,17:00:00,1.601,0.136,238.75,6.71,0.685,0.29,0.148
2007-01-29,18:00:00,1.947,0.173,236.82,8.22,0.675,0.317,0.203
2007-01-29,19:00:00,2.167,0.204,241.91,8.96,0.974,0.399,0.16
2007-01-29,20:00:00,2.009,0.222,238.47,8.43,0.927,0.389,0.268
2007-01-29,21:00:00,1.779,0.174,240.52,7.4,0.547,0.312,0.252
2007-01-29,22:00:00,1.407,0.143,241.84,5.82,0.509,0.277,0.136
2007-01-29,23:00:00,1.059,0.112,239.52,4.42,0.525,0.153,0.099
2007-01-30,00:00:00,0.633,0.076,240.5,2.63,0.212,0.122,0.052
2007-01-30,01:00:00,0.985,0.109,238.64,4.13,0.332,0.121,0.076
2007-01-30,02:00:00,0.718,0.073,242.21,2.97,0.3,0.074,0.076
2007-01-30,03:00:00,0.508,0.048,239.64,2.12,0.187,0.057,0.034
2007-01-30,04:00:00,0.665,0.088,241.07,2.76,0.287,0.077,0.072
2007-01-30,05:00:00,0.755,0.066,243.01,3.11,0.266,0.138,0.08
2007-01-30,06:00:00,0.854,0.113,236.3,3.61,0.329,0.12,0.102
2007-01-30,07:00:00,1.071,0.096,238.63,4.49,0.535,0.132,0.078
2007-01-30,08:00:00,1.468,0.141,239.65,6.13,0.55,0.266,0.177
2007-01-30,09:00:00,1.389,0.153,240.26,5.78,0.441,0.167,0.072
2007-01-30,10:00:00,1.768,0.224,241.23,7.33,0.793,0.191,0.183
2007-01-30,11:00:00,1.303,0.092,242.44,5.37,0.544,0.191,0.175
2007-01-30,12:00:00,1.282,0.146,238.51,5.37,0.499,0.137,0.157
2007-01-30,13:00:00,1.104,0.12,239.6,4.61,0.532,0.141,0.149
2007-01-30,14:00:00,1.145,0.105,242.24,4.73,0.377,0.195,0.074
2007-01-30,15:00:00,1.188,0.126,240.68,4.94,0.473,0.163,0.145
2007-01-30,16:00:00,1.332,0.109,236.6,5.63,0.451,0.145,0.129
2007-01-30,17:00:00,1.492,0.133,236.43,6.31,0.473,0.209,0.123
2007-01-30,18:00:00,1.932,0.202,239.02,8.08,0.75,0.292,0.165
2007-01-30,19:00:00,2.022,0.182,241.1,8.39,0.99,0.253,0.122
2007-01-30,20:00:00,1.896,0.193,241.07,7.87,0.843,0.222,0.227
2007-01-30,21:00:00,1.802,0.167,238.21,7.56,0.625,0.317,0.204
2007-01-30,22:00:00,1.514,0.142,241.33,6.27,0.594,0.162,0.099
2007-01-30,23:00:00,0.959,0.117,240.5,3.99,0.441,0.188,0.1
2007-01-31,00:00:00,0.722,0.049,237.84,3.03,0.245,0.073,0.045
2007-01-31,01:00:00,0.739,0.073,238.8,3.1,0.252,0.122,0.06
2007-01-31,02:00:00,0.717,0.081,236.11,3.04,0.241,0.081,0.039
2007-01-31,03:00:00,0.628,0.068,237.62,2.64,0.265,0.097,0.07
2007-01-31,04:00:00,0.579,0.046,236.23,2.45,0.177,0.069,0.03
2007-01-31,05:00:00,0.767,0.084,236.91,3.24,0.32,0.079,0.058
2007-01-31,06:00:00,0.744,0.054,243.36,3.06,0.346,0.138,0.057
2007-01-31,07:00:00,1.112,0.101,239.2,4.65,0.508,0.158,0.139
2007-01-31,08:00:00,1.569,0.189,236.45,6.64,0.68,0.2,0.149
2007-01-31,09:00:00,1.31,0.144,240.84,5.44,0.451,0.255,0.141
2007-01-31,10:00:00,1.298,0.13,240.58,5.4,0.601,0.14,0.097
2007-01-31,11:00:00,1.279,0.137,240.39,5.32,0.629,0.172,0.134
2007-01-31,12:00:00,1.377,0.122,238.25,5.78,0.464,0.162,0.089
2007-01-31,13:00:00,1.188,0.124,241.25,4.92,0.573,0.237,0.177
2007-01-31,14:00:00,1.121,0.103,237.8,4.71,0.527,0.173,0.114
2007-01-31,15:00:00,1.255,0.114,241.59,5.2,0.622,0.228,0.173
2007-01-31,16:00:00,1.306,0.128,241.77,5.4,0.475,0.152,0.079
2007-01-31,17:00:00,1.585,0.146,239.87,6.61,0.772,0.207,0.173
2007-01-31,18:00:00,1.948,0.198,237.07,8.22,0.654,0.316,0.228
2007-01-31,19:00:00,2.147,0.223,241.6,8.89,0.719,0.253,0.277
2007-01-31,20:00:00,2.346,0.229,238.83,9.82,0.754,0.352,0.231
2007-01-31,21:00:00,1.731,0.116,240.55,7.19,0.667,0.334,0.093
2007-01-31,22:00:00,1.301,0.113,241.38,5.39,0.393,0.251,0.099
2007-01-31,23:00:00,0.921,0.071,238.38,3.87,0.347,0.125,0.072
2007-02-01,00:00:00,0.683,0.076,244.29,2.8,0.29,0.104,0.056
2007-02-01,01:00:00,0.674,0.053,239.91,2.81,0.213,0.081,0.04
2007-02-01,02:00:00,0.643,0.054,238.66,2.69,0.298,0.127,0.032
2007-02-01,03:00:00,0.496,0.066,242.0,2.05,0.178,0.075,0.051
2007-02-01,04:00:00,0.57,0.041,243.1,2.34,0.176,0.069,0.07
2007-02-01,05:00:00,0.598,0.064,235.87,2.54,0.224,0.11,0.044
2007-02-01,06:00:00,0.804,0.068,237.24,3.39,0.263,0.114,0.096
2007-02-01,07:00:00,1.092,0.1,238.45,4.58,0.501,0.179,0.134
2007-02-01,08:00:00,1.585,0.135,244.23,6.49,0.582,0.292,0.144
2007-02-01,09:00:00,1.376,0.127,239.04,5.76,0.445,0.18,0.141
2007-02-01,10:00:00,1.222,0.132,243.04,5.03,0.478,0.193,0.1
2007-02-01,11:00:00,1.581,0.139,240.44,6.57,0.617,0.167,0.138
2007-02-01,12:00:00,1.221,0.108,237.1,5.15,0.434,0.151,0.133
2007-02-01,13:00:00,1.278,0.172,241.76,5.29,0.467,0.146,0.11
2007-02-01,14:00:00,1.115,0.117,240.63,4.63,0.506,0.183,0.112
2007-02-01,15:00:00,1.226,0.129,238.28,5.14,0.524,0.154,0.152
2007-02-01,16:00:00,1.372,0.125,238.68,5.75,0.471,0.242,0.201
2007-02-01,17:00:00,1.538,0.175,237.9,6.46,0.753,0.271,0.214
2007-02-01,18:00:00,1.785,0.203,238.75,7.47,0.644,0.318,0.252
2007-02-01,19:00:00,2.053,0.193,241.32,8.51,0.835,0.233,0.29
2007-02-01,20:00:00,2.058,0.227,238.19,8.64,0.852,0.314,0.153
2007-02-01,21:00:00,1.667,0.193,240.17,6.94,0.571,0.28,0.241
2007-02-01,22:00:00,1.406,0.099,240.63,5.84,0.504,0.186,0.102
2007-02-01,23:00:00,1.064,0.124,239.89,4.43,0.421,0.134,0.145
2007-02-02,00:00:00,0.845,0.069,236.77,3.57,0.297,0.145,0.091
2007-02-02,01:00:00,0.74,0.101,241.5,3.06,0.267,0.1,0.099
2007-02-02,02:00:00,0.68,0.052,237.67,2.86,0.287,0.085,0.101
2007-02-02,03:00:00,0.649,0.077,238.85,2.72,0.29,0.101,0.089
2007-02-02,04:00:00,0.565,0.021,239.08,2.37,0.26,0.092,0.074
2007-02-02,05:00:00,0.645,0.087,239.94,2.69,0.209,0.115,0.046
2007-02-02,06:00:00,0.724,0.074,240.19,3.01,0.324,0.075,0.098
2007-02-02,07:00:00,1.148,0.141,241.37,4.75,0.559,0.135,0.076
2007-02-02,08:00:00,1.548,0.14,239.38,6.47,0.644,0.275,0.157
2007-02-02,09:00:00,1.403,0.145,237.57,5.91,0.591,0.215,0.141
2007-02-02,10:00:00,1.288,0.159,242.17,5.32,0.632,0.233,0.131
2007-02-02,11:00:00,1.254,0.125,239.2,5.24,0.594,0.182,0.153
2007-02-02,12:00:00,1.192,0.128,239.63,4.98,0.491,0.174,0.107
2007-02-02,13:00:00,1.213,0.135,238.0,5.1,0.55,0.167,0.116
2007-02-02,14:00:00,1.162,0.085,238.27,4.88,0.391,0.196,0.135
2007-02-02,15:00:00,1.182,0.108,242.88,4.87,0.452,0.188,0.14
2007-02-02,16:00:00,1.209,0.144,237.25,5.1,0.536,0.168,0.113
2007-02-02,17:00:00,1.528,0.112,237.55,6.43,0.547,0.181,0.084
2007-02-02,18:00:00,1.874,0.21,239.08,7.84,0.732,0.188,0.142
2007-02-02,19:00:00,2.103,0.199,240.64,8.74,0.704,0.23,0.304
2007-02-02,20:00:00,2.034,0.244,238.07,8.54,0.975,0.225,0.29
2007-02-02,21:00:00,1.896,0.198,236.84,8.0,0.908,0.298,0.218
2007-02-02,22:00:00,1.459,0.13,237.56,6.14,0.577,0.257,0.1
2007-02-02,23:00:00,1.024,0.122,239.17,4.28,0.347,0.149,0.061
2007-02-03,00:00:00,0.838,0.112,238.0,3.52,0.365,0.119,0.121
2007-02-03,01:00:00,0.835,0.096,244.45,3.42,0.286,0.095,0.115
2007-02-03,02:00:00,0.794,0.071,243.96,3.26,0.275,0.151,0.071
2007-02-03,03:00:00,0.707,0.099,242.33,2.92,0.35,0.123,0.08
2007-02-03,04:00:00,0.792,0.061,240.75,3.29,0.253,0.112,0.112
2007-02-03,05:00:00,0.707,0.092,240.76,2.94,0.266,0.078,0.045
2007-02-03,06:00:00,0.904,0.042,242.64,3.73,0.372,0.167,0.103
2007-02-03,07:00:00,1.459,0.148,240.26,6.07,0.469,0.171,0.207
2007-02-03,08:00:00,1.747,0.163,238.35,7.33,0.538,0.292,0.233
2007-02-03,09:00:00,1.551,0.128,244.25,6.35,0.634,0.208,0.122
2007-02-03,10:00:00,1.821,0.208,241.15,7.55,0.588,0.339,0.264
2007-02-03,11:00:00,1.354,0.092,242.91,5.57,0.474,0.215,0.095
2007-02-03,12:00:00,1.516,0.179,243.62,6.22,0.606,0.186,0.107
2007-02-03,13:00:00,1.392,0.109,236.46,5.89,0.515,0.141,0.083
2007-02-03,14:00:00,1.268,0.148,238.27,5.32,0.56,0.154,0.078
2007-02-03,15:00:00,1.245,0.109,239.59,5.19,0.613,0.17,0.157
2007-02-03,16:00:00,1.447,0.106,241.0,6.0,0.652,0.247,0.112
2007-02-03,17:00:00,1.784,0.169,241.83,7.38,0.892,0.217,0.244
2007-02-03,18:00:00,2.136,0.225,239.87,8.9,0.807,0.269,0.29
2007-02-03,19:00:00,2.427,0.225,242.59,10.01,0.876,0.348,0.15
2007-02-03,20:00:00,2.276,0.233,241.22,9.43,0.779,0.237,0.235
2007-02-03,21:00:00,2.05,0.219,241.19,8.5,0.978,0.363,0.254
2007-02-03,22:00:00,1.478,0.178,239.45,6.17,0.559,0.159,0.175
2007-02-03,23:00:00,1.1,0.111,240.63,4.57,0.487,0.191,0.066
2007-02-04,00:00:00,0.884,0.112,240.62,3.68,0.385,0.112,0.073
2007-02-04,01:00:00,0.895,0.106,241.93,3.7,0.279,0.131,0.099
2007-02-04,02:00:00,0.719,0.07,237.37,3.03,0.342,0.101,0.078
2007-02-04,03:00:00,0.749,0.098,241.4,3.1,0.298,0.094,0.098
2007-02-04,04:00:00,0.78,0.096,236.71,3.29,0.269,0.098,0.043
2007-02-04,05:00:00,0.83,0.08,238.29,3.48,0.411,0.162,0.081
2007-02-04,06:00:00,0.963,0.111,241.22,3.99,0.434,0.126,0.13
2007-02-04,07:00:00,1.26,0.131,238.32,5.28,0.533,0.149,0.188
2007-02-04,08:00:00,1.807,0.192,240.05,7.53,0.899,0.226,0.114
2007-02-04,09:00:00,1.492,0.187,238.16,6.27,0.674,0.253,0.171
2007-02-04,10:00:00,1.351,0.119,241.2,5.6,0.438,0.177,0.068
2007-02-04,11:00:00,1.467,0.152,240.09,6.11,0.731,0.172,0.125
2007-02-04,12:00:00,1.45,0.146,239.95,6.04,0.608,0.205,0.137
2007-02-04,13:00:00,1.282,0.144,242.2,5.29,0.461,0.143,0.108
2007-02-04,14:00:00,1.198,0.111,240.83,4.98,0.555,0.168,0.135
2007-02-04,15:00:00,1.269,0.116,240.99,5.26,0.393,0.236,0.065
2007-02-04,16:00:00,1.625,0.161,242.22,6.71,0.7,0.223,0.229
2007-02-04,17:00:00,1.788,0.188,242.42,7.38,0.593,0.271,0.146
2007-02-04,18:00:00,2.124,0.203,238.1,8.92,0.675,0.38,0.138
2007-02-04,19:00:00,2.471,0.194,241.47,10.23,0.916,0.375,0.231
2007-02-04,20:00:00,2.316,0.213,240.87,9.62,0.86,0.243,0.235
2007-02-04,21:00:00,1.993,0.228,242.62,8.21,0.837,0.242,0.11
2007-02-04,22:00:00,1.642,0.195,237.43,6.91,0.678,0.311,0.213
2007-02-04,23:00:00,1.18,0.108,238.62,4.94,0.516,0.213,0.146
2007-02-05,00:00:00,0.834,0.119,239.61,3.48,0.279,0.147,0.084
2007-02-05,01:00:00,0.719,0.065,242.81,2.96,0.341,0.111,0.049
2007-02-05,02:00:00,0.644,0.034,239.43,2.69,0.304,0.087,0.092
2007-02-05,03:00:00,0.613,0.055,239.92,2.55,0.21,0.104,0.079
2007-02-05,04:00:00,0.68,0.083,238.63,2.85,0.268,0.113,0.05
2007-02-05,05:00:00,0.738,0.062,241.57,3.05,0.293,0.121,0.091
2007-02-05,06:00:00,0.893,0.101,241.35,3.7,0.432,0.134,0.054
2007-02-05,07:00:00,1.154,0.121,238.91,4.83,0.555,0.145,0.071
2007-02-05,08:00:00,1.635,0.158,237.91,6.87,0.512,0.235,0.154
2007-02-05,09:00:00,1.353,0.151,241.54,5.6,0.665,0.205,0.163
2007-02-05,10:00:00,1.732,0.198,241.02,7.19,0.543,0.211,0.245
2007-02-05,11:00:00,1.19,0.123,238.67,4.99,0.488,0.146,0.175
2007-02-05,12:00:00,1.293,0.141,241.39,5.36,0.469,0.232,0.154
2007-02-05,13:00:00,1.19,0.09,241.28,4.93,0.45,0.157,0.153
2007-02-05,14:00:00,1.161,0.144,242.46,4.79,0.494,0.229,0.117
2007-02-05,15:00:00,1.182,0.108,241.69,4.89,0.493,0.17,0.066
2007-02-05,16:00:00,1.313,0.114,239.32,5.49,0.438,0.211,0.082
2007-02-05,17:00:00,1.683,0.186,238.48,7.06,0.831,0.253,0.248
2007-02-05,18:00:00,1.857,0.178,244.03,7.61,0.568,0.277,0.166
2007-02-05,19:00:00,2.169,0.203,238.97,9.08,0.8,0.41,0.276
2007-02-05,20:00:00,2.119,0.206,236.33,8.97,0.975,0.232,0.153
2007-02-05,21:00:00,1.86,0.162,237.58,7.83,0.875,0.25,0.192
2007-02-05,22:00:00,1.437,0.13,235.95,6.09,0.66,0.185,0.094
2007-02-05,23:00:00,0.996,0.12,242.44,4.11,0.373,0.132,0.13
2007-02-06,00:00:00,0.717,0.095,243.64,2.94,0.312,0.137,0.048
2007-02-06,01:00:00,0.677,0.069,240.5,2.81,0.306,0.072,0.082
2007-02-06,02:00:00,0.64,0.05,236.79,2.7,0.266,0.082,0.042
2007-02-06,03:00:00,0.702,0.078,242.4,2.9,0.306,0.122,0.093
2007-02-06,04:00:00,0.601,0.022,240.93,2.49,0.247,0.074,0.06
2007-02-06,05:00:00,0.737,0.097,242.46,3.04,0.229,0.135,0.067
2007-02-06,06:00:00,0.878,0.086,241.18,3.64,0.312,0.117,0.073
2007-02-06,07:00:00,1.173,0.097,237.23,4.95,0.517,0.131,0.139
2007-02-06,08:00:00,1.554,0.185,241.32,6.44,0.541,0.236,0.091
2007-02-06,09:00:00,1.521,0.153,236.89,6.42,0.595,0.23,0.206
2007-02-06,10:00:00,1.349,0.126,238.46,5.66,0.549,0.14,0.17
2007-02-06,11:00:00,1.299,0.171,242.07,5.36,0.564,0.223,0.113
2007-02-06,12:00:00,1.298,0.119,241.97,5.36,0.457,0.148,0.192
2007-02-06,13:00:00,1.304,0.145,238.11,5.48,0.547,0.158,0.174
2007-02-06,14:00:00,1.213,0.135,237.72,5.1,0.509,0.19,0.094
2007-02-06,15:00:00,1.271,0.11,240.05,5.29,0.596,0.24,0.176
2007-02-06,16:00:00,1.761,0.173,244.01,7.22,0.723,0.18,0.106
2007-02-06,17:00:00,1.652,0.16,241.12,6.85,0.593,0.301,0.196
2007-02-06,18:00:00,2.079,0.173,244.71,8.5,0.841,0.365,0.131
2007-02-06,19:00:00,2.178,0.179,239.67,9.09,0.7,0.253,0.322
2007-02-06,20:00:00,2.182,0.175,241.77,9.03,0.92,0.3,0.12
2007-02-06,21:00:00,1.715,0.163,239.37,7.16,0.829,0.327,0.126
2007-02-06,22:00:00,1.855,0.166,238.4,7.78,0.753,0.213,0.191
2007-02-06,23:00:00,1.523,0.134,238.1,6.4,0.546,0.169,0.165
2007-02-07,00:00:00,0.845,0.076,240.71,3.51,0.322,0.147,0.086
2007-02-07,01:00:00,0.79,0.079,242.59,3.26,0.38,0.116,0.098
2007-02-07,02:00:00,0.699,0.064,239.35,2.92,0.323,0.09,0.035
2007-02-07,03:00:00,0.77,0.063,242.84,3.17,0.355,0.09,0.082
2007-02-07,04:00:00,0.602,0.099,243.66,2.47,0.248,0.104,0.067
2007-02-07,05:00:00,0.752,0.071,241.74,3.11,0.285,0.108,0.053
2007-02-07,06:00:00,0.895,0.11,240.65,3.72,0.292,0.111,0.104
2007-02-07,07:00:00,1.169,0.092,238.66,4.9,0.579,0.227,0.135
2007-02-07,08:00:00,1.584,0.185,242.61,6.53,0.532,0.247,0.163
2007-02-07,09:00:00,1.338,0.123,237.72,5.63,0.469,0.181,0.102
2007-02-07,10:00:00,1.253,0.181,241.21,5.19,0.567,0.215,0.115
2007-02-07,11:00:00,1.345,0.108,237.42,5.66,0.498,0.201,0.104
2007-02-07,12:00:00,1.346,0.113,237.89,5.66,0.561,0.136,0.171
2007-02-07,13:00:00,1.247,0.121,239.88,5.2,0.564,0.229,0.139
2007-02-07,14:00:00,1.266,0.119,241.41,5.24,0.52,0.135,0.082
2007-02-07,15:00:00,1.354,0.112,242.01,5.59,0.539,0.269,0.145
2007-02-07,16:00:00,1.905,0.22,240.01,7.94,0.591,0.257,0.267
2007-02-07,17:00:00,1.536,0.181,239.16,6.42,0.611,0.234,0.205
2007-02-07,18:00:00,2.048,0.198,238.42,8.59,0.801,0.409,0.285
2007-02-07,19:00:00,2.085,0.229,241.4,8.64,0.992,0.265,0.295
2007-02-07,20:00:00,2.11,0.239,241.32,8.74,0.822,0.309,0.145
2007-02-07,21:00:00,1.877,0.188,240.36,7.81,0.8,0.329,0.229
2007-02-07,22:00:00,1.559,0.143,240.6,6.48,0.709,0.229,0.178
2007-02-07,23:00:00,1.114,0.137,243.2,4.58,0.438,0.149,0.059
2007-02-08,00:00:00,0.851,0.108,242.03,3.51,0.3,0.095,0.109
2007-02-08,01:00:00,0.721,0.047,237.17,3.04,0.345,0.109,0.051
2007-02-08,02:00:00,0.633,0.092,241.78,2.62,0.303,0.098,0.09
2007-02-08,03:00:00,0.658,0.045,242.76,2.71,0.316,0.081,0.088
2007-02-08,04:00:00,0.794,0.087,238.36,3.33,0.282,0.106,0.101
2007-02-08,05:00:00,0.775,0.061,241.9,3.21,0.282,0.101,0.093
2007-02-08,06:00:00,1.0,0.103,246.01,4.06,0.484,0.143,0.097
2007-02-08,07:00:00,1.172,0.12,240.96,4.87,0.381,0.211,0.152
2007-02-08,08:00:00,1.641,0.209,239.53,6.85,0.708,0.219,0.216
2007-02-08,09:00:00,1.478,0.115,239.8,6.17,0.53,0.188,0.088
2007-02-08,10:00:00,1.421,0.127,240.26,5.91,0.631,0.261,0.118
2007-02-08,11:00:00,1.267,0.117,236.85,5.35,0.591,0.229,0.103
2007-02-08,12:00:00,1.336,0.14,236.75,5.64,0.51,0.24,0.083
2007-02-08,13:00:00,1.354,0.129,240.54,5.63,0.447,0.236,0.2
2007-02-08,14:00:00,1.094,0.065,239.9,4.56,0.488,0.207,0.118
2007-02-08,15:00:00,1.274,0.142,241.33,5.28,0.396,0.218,0.139
2007-02-08,16:00:00,1.309,0.158,239.44,5.47,0.397,0.153,0.116
2007-02-08,17:00:00,1.66,0.175,240.17,6.91,0.789,0.171,0.211
2007-02-08,18:00:00,1.952,0.186,241.9,8.07,0.904,0.231,0.19
2007-02-08,19:00:00,2.202,0.224,235.45,9.35,0.917,0.301,0.274
2007-02-08,20:00:00,2.132,0.189,238.17,8.95,0.923,0.224,0.294
2007-02-08,21:00:00,1.835,0.205,238.95,7.68,0.9,0.322,0.212
2007-02-08,22:00:00,1.417,0.152,239.68,5.91,0.443,0.233,0.159
2007-02-08,23:00:00,1.102,0.1,237.17,4.65,0.378,0.189,0.142
2007-02-09,00:00:00,0.924,0.094,238.18,3.88,0.412,0.101,0.093
2007-02-09,01:00:00,0.725,0.093,241.4,3.0,0.256,0.096,0.095
2007-02-09,02:00:00,0.656,0.089,240.93,2.72,0.224,0.096,0.039
2007-02-09,03:00:00,0.611,0.06,234.41,2.61,0.237,0.098,0.045
2007-02-09,04:00:00,0.63,0.106,239.55,2.63,0.28,0.114,0.09
2007-02-09,05:00:00,0.785,0.106,239.72,3.27,0.269,0.155,0.053
2007-02-09,06:00:00,0.828,0.093,238.17,3.47,0.319,0.09,0.079
2007-02-09,07:00:00,1.205,0.113,239.72,5.03,0.486,0.198,0.118
2007-02-09,08:00:00,1.634,0.156,240.79,6.78,0.546,0.185,0.15
2007-02-09,09:00:00,1.353,0.139,241.43,5.6,0.535,0.176,0.185
2007-02-09,10:00:00,1.414,0.139,240.2,5.89,0.669,0.251,0.177
2007-02-09,11:00:00,1.378,0.172,241.29,5.71,0.619,0.275,0.181
2007-02-09,12:00:00,1.468,0.128,240.02,6.12,0.588,0.224,0.219
2007-02-09,13:00:00,1.382,0.148,235.43,5.87,0.449,0.187,0.204
2007-02-09,14:00:00,1.776,0.138,239.73,7.41,0.541,0.216,0.247
2007-02-09,15:00:00,1.308,0.138,237.54,5.51,0.41,0.233,0.139
2007-02-09,16:00:00,1.469,0.164,240.23,6.12,0.661,0.28,0.118
2007-02-09,17:00:00,1.658,0.195,239.56,6.92,0.731,0.307,0.203
2007-02-09,18:00:00,2.029,0.191,239.54,8.47,0.911,0.306,0.294
2007-02-09,19:00:00,2.186,0.204,238.32,9.17,0.79,0.347,0.326
2007-02-09,20:00:00,2.016,0.222,239.2,8.43,0.641,0.37,0.224
2007-02-09,21:00:00,1.774,0.201,240.61,7.37,0.786,0.342,0.213
2007-02-09,22:00:00,1.595,0.155,238.17,6.7,0.773,0.309,0.124
2007-02-09,23:00:00,1.119,0.073,238.76,4.69,0.437,0.189,0.078
2007-02-10,00:00:00,1.0,0.079,236.49,4.23,0.453,0.119,0.114
2007-02-10,01:00:00,0.809,0.079,240.56,3.36,0.36,0.106,0.059
2007-02-10,02:00:00,0.746,0.046,237.45,3.14,0.351,0.094,0.067
2007-02-10,03:00:00,0.766,0.091,240.06,3.19,0.234,0.09,0.076
2007-02-10,04:00:00,0.819,0.066,241.41,3.39,0.402,0.102,0.117
2007-02-10,05:00:00,0.928,0.091,242.54,3.83,0.439,0.174,0.137
2007-02-10,06:00:00,1.001,0.122,239.36,4.18,0.476,0.177,0.075
2007-02-10,07:00:00,1.392,0.147,241.25,5.77,0.695,0.145,0.088
2007-02-10,08:00:00,1.779,0.217,239.99,7.41,0.761,0.204,0.129
2007-02-10,09:00:00,1.731,0.201,236.26,7.33,0.548,0.344,0.176
2007-02-10,10:00:00,1.587,0.138,237.03,6.7,0.737,0.195,0.204
2007-02-10,11:00:00,1.38,0.15,241.69,5.71,0.451,0.226,0.141
2007-02-10,12:00:00,1.523,0.155,242.32,6.29,0.682,0.184,0.218
2007-02-10,13:00:00,1.368,0.161,235.76,5.8,0.527,0.169,0.156
2007-02-10,14:00:00,1.405,0.151,240.67,5.84,0.423,0.211,0.138
2007-02-10,15:00:00,1.406,0.131,240.54,5.84,0.544,0.209,0.179
2007-02-10,16:00:00,1.527,0.162,238.39,6.4,0.701,0.251,0.222
2007-02-10,17:00:00,1.742,0.167,238.42,7.31,0.553,0.204,0.145
2007-02-10,18:00:00,2.293,0.216,237.89,9.64,0.689,0.289,0.178
2007-02-10,19:00:00,2.457,0.243,236.16,10.4,0.96,0.399,0.175
2007-02-10,20:00:00,2.388,0.244,237.89,10.04,0.717,0.262,0.247
2007-02-10,21:00:00,2.134,0.239,241.39,8.84,1.039,0.407,0.207
2007-02-10,22:00:00,1.604,0.15,239.3,6.7,0.746,0.189,0.12
2007-02-10,23:00:00,1.561,0.118,241.47,6.46,0.665,0.225,0.191
2007-02-11,00:00:00,0.96,0.092,236.0,4.07,0.291,0.106,0.077
2007-02-11,01:00:00,0.924,0.098,240.88,3.84,0.383,0.156,0.116
2007-02-11,02:00:00,0.844,0.088,241.56,3.49,0.366,0.112,0.113
2007-02-11,03:00:00,0.879,0.083,234.77,3.75,0.367,0.094,0.12
2007-02-11,04:00:00,0.818,0.101,238.95,3.42,0.4,0.13,0.053
2007-02-11,05:00:00,0.887,0.095,240.69,3.69,0.414,0.176,0.072
2007-02-11,06:00:00,1.051,0.117,242.61,4.33,0.392,0.197,0.108
2007-02-11,07:00:00,1.351,0.098,237.24,5.69,0.593,0.23,0.182
2007-02-11,08:00:00,1.725,0.169,242.77,7.11,0.677,0.175,0.155
2007-02-11,09:00:00,1.657,0.163,240.88,6.88,0.805,0.308,0.192
2007-02-11,10:00:00,1.554,0.189,237.99,6.53,0.658,0.295,0.148
2007-02-11,11:00:00,1.388,0.137,241.99,5.73,0.578,0.144,0.073
2007-02-11,12:00:00,1.428,0.13,244.61,5.84,0.571,0.16,0.117
2007-02-11,13:00:00,1.797,0.165,239.33,7.51,0.675,0.261,0.226
2007-02-11,14:00:00,1.448,0.164,239.16,6.06,0.477,0.203,0.178
2007-02-11,15:00:00,1.471,0.135,238.1,6.18,0.522,0.19,0.204
2007-02-11,16:00:00,1.579,0.141,243.68,6.48,0.579,0.189,0.173
2007-02-11,17:00:00,1.819,0.2,238.54,7.62,0.602,0.282,0.23
2007-02-11,18:00:00,2.256,0.233,238.06,9.48,1.044,0.4,0.206
2007-02-11,19:00:00,2.468,0.242,238.75,10.34,0.742,0.478,0.21
2007-02-11,20:00:00,2.413,0.215,238.78,10.1,1.166,0.314,0.203
2007-02-11,21:00:00,2.246,0.236,238.84,9.41,0.732,0.383,0.148
2007-02-11,22:00:00,1.692,0.186,238.42,7.1,0.525,0.303,0.159
2007-02-11,23:00:00,1.186,0.1,238.57,4.97,0.592,0.175,0.155
2007-02-12,00:00:00,0.799,0.087,240.29,3.32,0.399,0.153,0.041
2007-02-12,01:00:00,0.786,0.077,242.7,3.24,0.266,0.08,0.084
2007-02-12,02:00:00,1.155,0.098,238.02,4.85,0.377,0.219,0.078
2007-02-12,03:00:00,0.807,0.072,237.39,3.4,0.274,0.153,0.1
2007-02-12,04:00:00,0.721,0.071,240.65,3.0,0.29,0.082,0.046
2007-02-12,05:00:00,0.762,0.05,241.07,3.16,0.278,0.11,0.051
2007-02-12,06:00:00,0.98,0.109,243.08,4.03,0.36,0.149,0.053
2007-02-12,07:00:00,1.226,0.108,242.82,5.05,0.566,0.172,0.116
