age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
30,management,married,tertiary,no,1203,yes,no,cellular,13,may,48,1,-1,0,unknown,0
18,technician,married,secondary,no,1751,yes,no,telephone,18,may,924,2,-1,0,unknown,0
38,retired,married,primary,yes,786,yes,no,cellular,14,jul,111,3,-1,0,unknown,0
67,admin.,married,tertiary,no,223,yes,no,unknown,2,oct,93,1,-1,0,unknown,0
49,technician,divorced,tertiary,yes,1254,no,no,cellular,12,jan,184,3,-1,0,failure,0
40,blue-collar,single,secondary,no,962,no,no,cellular,22,jan,83,1,-1,0,unknown,0
38,blue-collar,married,secondary,no,81,no,no,cellular,21,jun,82,1,-1,0,unknown,0
41,blue-collar,single,primary,no,580,yes,no,cellular,29,jun,874,2,-1,0,success,0
47,technician,married,primary,no,656,yes,no,cellular,26,sep,78,1,-1,0,unknown,0
28,management,divorced,secondary,no,5878,yes,no,unknown,10,mar,239,3,-1,0,unknown,0
53,management,married,secondary,no,2638,no,no,telephone,29,dec,9,5,-1,1,unknown,0
48,management,married,secondary,no,1788,no,no,unknown,7,may,43,2,-1,0,failure,0
48,management,married,secondary,no,3094,yes,no,cellular,2,may,5,6,-1,0,unknown,0
45,management,married,tertiary,no,1794,yes,no,cellular,25,jan,197,6,-1,0,unknown,0
41,unknown,married,unknown,no,3305,yes,no,cellular,18,jun,174,1,-1,0,unknown,1
48,technician,married,secondary,no,-115,no,no,cellular,17,apr,103,2,-1,0,success,0
47,housemaid,single,secondary,no,713,yes,no,telephone,16,dec,310,10,-1,0,unknown,0
37,management,married,primary,no,1860,yes,no,cellular,30,jun,253,1,-1,0,unknown,0
34,technician,divorced,secondary,no,1113,yes,no,telephone,2,aug,236,2,-1,0,unknown,0
42,technician,married,unknown,no,88,yes,no,cellular,11,aug,105,2,-1,0,unknown,0
58,management,single,tertiary,no,424,yes,no,cellular,19,mar,102,4,-1,0,unknown,1
27,services,divorced,primary,no,373,no,no,unknown,31,sep,533,1,-1,0,unknown,0
24,management,single,secondary,no,254,no,no,unknown,31,nov,202,1,228,0,failure,1
42,self-employed,single,secondary,no,430,yes,no,unknown,30,apr,81,1,865,1,unknown,0
41,services,single,secondary,no,884,yes,no,unknown,22,jan,202,1,-1,0,unknown,0
42,blue-collar,married,secondary,no,2695,no,no,telephone,7,sep,80,1,-1,0,unknown,0
43,blue-collar,single,secondary,no,1832,no,yes,unknown,27,may,52,2,-1,0,unknown,0
38,unknown,married,unknown,no,2504,yes,no,telephone,22,aug,85,3,-1,0,unknown,0
57,entrepreneur,married,primary,no,3026,no,yes,unknown,17,jul,255,1,-1,0,unknown,1
23,unknown,married,tertiary,no,607,no,no,cellular,15,may,187,2,-1,0,unknown,1
31,management,single,secondary,no,437,yes,no,unknown,9,aug,46,4,-1,0,unknown,0
39,management,married,tertiary,no,-110,no,no,cellular,12,jan,615,2,-1,0,unknown,0
22,blue-collar,married,tertiary,no,3799,no,no,cellular,8,nov,177,2,-1,0,unknown,0
39,blue-collar,married,secondary,no,-97,no,no,cellular,28,apr,407,2,139,0,unknown,1
59,services,divorced,primary,no,1827,yes,no,unknown,2,may,103,4,-1,0,unknown,0
41,management,married,secondary,no,512,yes,no,cellular,17,apr,815,1,-1,0,unknown,0
43,admin.,married,secondary,no,4257,yes,no,unknown,16,jun,359,8,-1,0,failure,0
27,technician,married,secondary,no,616,no,no,cellular,23,sep,156,5,-1,1,unknown,0
34,entrepreneur,divorced,tertiary,no,2344,yes,no,cellular,16,dec,600,2,-1,0,unknown,1
36,technician,divorced,tertiary,no,298,yes,no,cellular,3,jan,326,2,-1,0,unknown,0
37,entrepreneur,single,secondary,no,333,no,no,cellular,19,oct,145,4,-1,0,unknown,0
55,management,divorced,secondary,no,1157,yes,no,cellular,16,nov,942,2,-1,0,unknown,0
47,blue-collar,married,secondary,no,9108,no,yes,telephone,31,feb,91,2,21,0,unknown,0
28,admin.,divorced,secondary,no,893,yes,no,cellular,11,jan,76,3,-1,0,unknown,0
43,blue-collar,married,secondary,no,3930,yes,no,cellular,26,jul,580,1,-1,1,unknown,0
46,blue-collar,married,secondary,no,2114,yes,no,cellular,9,feb,317,2,-1,0,unknown,0
53,services,married,secondary,no,2183,no,no,unknown,14,sep,109,1,-1,0,unknown,1
58,retired,married,primary,no,658,no,yes,cellular,2,aug,68,1,-1,0,unknown,0
29,blue-collar,single,tertiary,no,532,yes,no,cellular,30,oct,50,2,-1,0,unknown,0
32,technician,married,tertiary,no,119,no,no,cellular,13,jan,97,1,-1,0,unknown,0
27,services,divorced,secondary,no,4783,no,no,unknown,5,mar,34,1,-1,0,unknown,0
38,blue-collar,married,secondary,no,4605,yes,yes,cellular,20,jun,40,2,-1,0,success,0
46,technician,married,secondary,no,1861,yes,no,cellular,14,nov,386,1,-1,0,unknown,0
51,technician,married,secondary,no,327,yes,no,telephone,1,mar,16,1,-1,0,unknown,0
40,admin.,single,secondary,yes,221,no,no,unknown,6,sep,149,1,-1,1,unknown,0
37,management,single,primary,no,6512,no,no,cellular,22,dec,133,2,-1,0,unknown,0
42,student,married,primary,no,-96,yes,yes,cellular,11,oct,831,1,635,0,unknown,0
31,management,married,secondary,no,2582,yes,no,cellular,17,oct,161,3,-1,0,unknown,1
63,admin.,married,secondary,no,458,yes,no,unknown,23,feb,45,2,-1,0,failure,0
23,entrepreneur,single,unknown,no,614,yes,no,cellular,22,jun,23,1,-1,0,unknown,0
43,blue-collar,divorced,secondary,no,2475,yes,yes,cellular,14,feb,340,1,-1,0,unknown,0
63,services,married,tertiary,no,-57,yes,no,cellular,14,mar,41,5,-1,0,unknown,0
41,blue-collar,divorced,unknown,no,455,yes,no,unknown,20,dec,717,1,-1,1,unknown,0
38,blue-collar,married,unknown,no,4355,no,yes,telephone,7,oct,211,3,-1,0,unknown,0
37,management,married,secondary,no,1601,yes,no,telephone,19,dec,132,1,-1,0,unknown,0
39,management,divorced,secondary,no,1909,yes,no,cellular,26,sep,297,1,-1,1,unknown,0
56,technician,married,secondary,no,1925,yes,no,cellular,27,sep,57,1,-1,0,unknown,0
18,retired,married,primary,no,-106,yes,no,cellular,22,feb,124,2,-1,0,unknown,0
57,management,married,primary,no,140,no,no,cellular,6,aug,8,2,-1,0,unknown,0
25,management,married,tertiary,no,813,no,yes,unknown,31,mar,542,3,-1,0,unknown,1
38,blue-collar,single,tertiary,no,488,yes,no,cellular,13,feb,142,5,-1,0,unknown,0
36,unknown,single,tertiary,no,593,yes,no,cellular,10,nov,366,2,-1,0,failure,0
47,admin.,divorced,tertiary,no,2081,yes,yes,unknown,22,oct,641,6,-1,0,success,0
23,management,married,primary,no,-177,yes,yes,cellular,31,aug,272,1,-1,0,failure,0
46,management,married,tertiary,no,1420,no,no,telephone,19,mar,121,1,-1,0,unknown,0
63,self-employed,married,tertiary,no,-199,yes,no,telephone,31,aug,249,4,-1,1,failure,0
26,technician,married,secondary,no,-102,no,no,unknown,10,jun,115,2,-1,0,unknown,0
43,services,divorced,tertiary,no,587,no,no,unknown,5,jan,216,2,-1,0,unknown,0
33,services,single,secondary,no,2557,yes,yes,telephone,13,feb,146,2,-1,0,unknown,0
45,admin.,married,secondary,no,34,yes,no,cellular,17,feb,41,1,-1,0,unknown,0
41,management,single,primary,no,1013,no,no,cellular,22,jul,390,1,-1,1,unknown,1
33,admin.,single,tertiary,no,1502,yes,no,unknown,23,jun,176,1,-1,0,unknown,0
46,admin.,married,primary,no,191,yes,yes,cellular,5,feb,54,1,-1,0,success,1
60,blue-collar,single,secondary,no,877,yes,no,unknown,21,jan,573,1,-1,1,failure,0
38,technician,married,tertiary,no,3435,no,no,cellular,29,may,495,1,-1,0,unknown,0
48,technician,married,secondary,no,876,yes,no,cellular,22,nov,211,2,846,0,unknown,0
26,management,married,primary,no,56,no,no,cellular,7,feb,907,1,660,0,unknown,0
30,blue-collar,married,secondary,no,1282,no,no,cellular,20,oct,675,2,-1,0,unknown,0
46,blue-collar,married,tertiary,no,1145,no,no,unknown,7,oct,586,1,-1,0,unknown,0
57,technician,married,tertiary,no,-159,yes,yes,unknown,15,jun,36,1,-1,0,success,0
44,blue-collar,married,secondary,no,-57,no,no,cellular,15,feb,90,6,-1,0,failure,0
37,technician,single,unknown,yes,55,yes,no,telephone,21,nov,136,1,270,0,failure,0
40,unknown,divorced,primary,no,19,yes,no,cellular,23,sep,460,5,-1,0,unknown,1
27,services,single,secondary,no,250,no,no,unknown,1,dec,528,3,-1,0,unknown,0
47,management,married,secondary,no,707,yes,no,unknown,26,may,359,5,-1,0,unknown,0
50,entrepreneur,married,secondary,no,497,no,no,cellular,12,jul,164,4,-1,0,unknown,0
36,management,married,secondary,no,3119,yes,no,cellular,2,apr,45,4,-1,0,unknown,0
35,unknown,married,primary,no,1220,no,no,cellular,18,dec,9,1,-1,0,failure,0
43,admin.,married,unknown,no,2932,yes,no,unknown,15,feb,310,4,-1,0,unknown,0
36,self-employed,single,secondary,no,923,no,no,telephone,7,mar,1326,2,-1,0,failure,0
40,technician,single,secondary,no,-58,yes,yes,unknown,9,may,109,1,103,0,unknown,0
64,unemployed,single,tertiary,no,733,yes,yes,unknown,23,jan,216,1,-1,0,unknown,0
38,management,married,secondary,no,2389,no,no,cellular,28,dec,429,1,-1,1,unknown,0
37,blue-collar,married,secondary,no,123,no,no,unknown,22,apr,53,3,-1,0,unknown,0
33,management,single,secondary,no,-56,yes,no,cellular,3,apr,456,3,-1,0,unknown,0
49,services,married,tertiary,no,399,yes,no,cellular,21,feb,253,1,-1,0,unknown,0
39,blue-collar,married,tertiary,no,538,yes,no,unknown,10,sep,217,1,-1,1,unknown,0
33,retired,married,tertiary,no,348,yes,no,cellular,2,jun,370,1,-1,0,unknown,0
55,services,married,secondary,no,17,yes,no,cellular,25,sep,71,1,649,0,unknown,0
56,management,married,primary,no,233,no,yes,cellular,22,jun,246,1,563,0,failure,0
34,management,single,tertiary,no,1519,yes,no,cellular,25,feb,70,1,-1,0,failure,0
20,services,single,primary,no,531,yes,no,unknown,25,jan,51,2,-1,0,unknown,1
52,technician,married,secondary,no,1301,no,no,unknown,12,apr,251,2,137,0,unknown,0
33,management,married,primary,no,952,yes,no,cellular,7,jan,80,1,-1,0,unknown,0
49,blue-collar,single,primary,no,994,no,no,cellular,30,aug,323,4,-1,1,unknown,0
19,blue-collar,married,secondary,no,228,no,no,telephone,31,nov,186,1,-1,0,unknown,0
50,management,married,secondary,no,905,no,yes,cellular,31,jan,306,2,-1,0,unknown,0
27,technician,married,primary,no,-164,no,no,cellular,5,may,573,1,-1,2,failure,0
49,management,married,tertiary,no,647,no,no,telephone,4,sep,38,2,-1,0,unknown,0
41,blue-collar,single,primary,no,1075,yes,no,telephone,1,jan,17,1,-1,0,unknown,0
30,services,single,tertiary,no,101,yes,no,cellular,15,apr,131,3,-1,0,unknown,0
36,housemaid,married,tertiary,no,244,no,no,unknown,9,aug,325,2,-1,0,unknown,0
48,unknown,married,secondary,no,171,yes,no,cellular,6,aug,560,2,-1,0,success,0
42,management,married,secondary,no,-90,yes,yes,cellular,14,jan,9,1,-1,0,unknown,0
47,services,married,unknown,no,441,no,no,telephone,31,aug,406,2,-1,0,unknown,0
62,blue-collar,divorced,secondary,no,5592,no,no,cellular,2,nov,20,5,-1,0,other,0
23,management,single,secondary,no,455,yes,yes,cellular,12,dec,224,1,-1,0,unknown,0
58,self-employed,married,tertiary,no,725,no,no,unknown,23,mar,108,3,-1,1,failure,0
42,admin.,single,tertiary,no,1388,no,no,unknown,28,nov,4,1,-1,1,unknown,0
31,admin.,single,secondary,no,1368,no,no,cellular,6,jul,26,1,681,1,unknown,0
26,retired,single,secondary,no,4290,no,no,unknown,13,oct,112,3,-1,0,unknown,0
38,management,married,secondary,no,2723,yes,no,cellular,4,nov,793,2,-1,0,unknown,0
51,technician,married,secondary,no,2169,no,no,cellular,22,jan,43,3,-1,0,unknown,0
39,retired,single,tertiary,no,4343,no,no,cellular,16,may,81,7,-1,0,unknown,0
57,technician,married,secondary,no,193,no,yes,cellular,29,apr,1325,7,-1,0,unknown,0
25,blue-collar,divorced,primary,no,1239,no,no,cellular,11,apr,169,5,-1,0,unknown,0
40,admin.,single,primary,no,3073,yes,yes,unknown,6,dec,78,2,-1,0,unknown,1
27,admin.,divorced,tertiary,no,1267,yes,no,cellular,5,may,246,1,-1,0,failure,0
44,blue-collar,married,secondary,no,5486,yes,no,cellular,1,mar,147,1,-1,0,unknown,0
50,admin.,single,tertiary,no,-41,no,no,telephone,19,jul,504,2,-1,0,unknown,0
36,services,married,secondary,no,667,no,yes,cellular,7,feb,2,2,-1,0,unknown,0
18,unknown,divorced,secondary,no,5482,yes,no,telephone,18,jan,1480,11,-1,0,unknown,0
43,technician,married,primary,no,516,no,no,cellular,10,jun,17,2,-1,3,unknown,0
45,technician,married,secondary,no,1818,no,no,cellular,10,dec,198,1,-1,1,unknown,0
45,technician,single,primary,no,-153,yes,yes,telephone,17,jan,308,2,-1,0,unknown,0
54,management,married,secondary,no,1580,yes,no,cellular,24,nov,205,1,-1,1,unknown,1
29,technician,married,secondary,no,3891,yes,no,cellular,7,jul,92,1,-1,0,unknown,0
48,management,divorced,unknown,no,523,no,no,cellular,22,aug,498,3,-1,0,failure,1
54,blue-collar,married,tertiary,no,-167,no,no,cellular,26,feb,145,1,-1,0,unknown,0
21,services,single,secondary,no,-157,yes,no,telephone,21,apr,92,3,-1,0,unknown,0
44,management,married,tertiary,no,3138,yes,no,cellular,22,jul,377,1,166,0,unknown,0
35,admin.,single,secondary,no,1722,no,no,cellular,1,nov,40,2,-1,0,unknown,0
40,retired,single,tertiary,no,-30,no,no,cellular,12,jun,59,3,-1,0,failure,0
44,management,married,secondary,no,-115,no,no,cellular,25,feb,75,3,-1,0,unknown,0
35,self-employed,married,tertiary,no,2250,yes,yes,unknown,31,apr,147,5,52,0,unknown,0
33,blue-collar,married,tertiary,no,2289,yes,no,unknown,17,mar,5,1,321,0,failure,0
41,technician,married,primary,no,-7,no,no,cellular,16,sep,1238,3,-1,0,unknown,1
29,admin.,married,tertiary,no,338,yes,no,cellular,20,jun,236,1,-1,2,unknown,0
29,technician,single,secondary,no,2071,yes,no,cellular,15,dec,910,4,-1,2,unknown,0
48,retired,married,tertiary,yes,917,no,no,cellular,29,feb,425,5,-1,0,success,0
28,management,married,secondary,no,4505,no,no,cellular,19,feb,37,3,-1,0,unknown,0
48,services,single,secondary,no,783,no,no,cellular,20,mar,60,1,-1,0,unknown,0
46,blue-collar,married,secondary,no,1494,no,no,telephone,17,may,9,1,308,0,unknown,0
22,unknown,married,tertiary,no,869,yes,yes,cellular,26,dec,462,2,-1,0,unknown,0
33,technician,married,secondary,no,4096,yes,no,unknown,4,jun,232,1,-1,0,unknown,0
54,retired,married,secondary,no,562,yes,yes,cellular,4,may,62,2,-1,0,unknown,0
30,admin.,single,primary,no,191,no,no,telephone,3,dec,905,1,-1,0,unknown,1
35,blue-collar,single,tertiary,no,393,yes,yes,unknown,8,jan,344,1,-1,0,unknown,1
46,blue-collar,married,secondary,no,2673,no,no,cellular,23,jan,315,4,-1,0,unknown,0
49,blue-collar,married,secondary,no,833,yes,no,unknown,9,jul,80,4,-1,1,unknown,0
38,services,married,tertiary,no,456,yes,no,cellular,2,oct,96,4,-1,0,unknown,0
34,blue-collar,married,primary,no,978,yes,no,unknown,26,jul,284,1,-1,0,unknown,0
56,services,divorced,secondary,no,14,no,no,unknown,19,oct,232,2,-1,0,failure,0
60,admin.,married,primary,yes,-191,yes,no,cellular,22,jun,268,1,-1,0,unknown,0
51,blue-collar,married,tertiary,no,293,no,no,unknown,18,sep,544,3,-1,0,unknown,0
41,technician,married,tertiary,no,1193,yes,no,cellular,16,feb,45,4,-1,0,unknown,0
32,entrepreneur,single,unknown,no,1665,no,no,cellular,29,jan,31,2,-1,0,unknown,0
31,admin.,single,tertiary,no,2428,no,no,cellular,28,nov,214,2,-1,0,failure,1
46,technician,single,primary,no,3719,yes,no,cellular,28,jun,178,3,-1,0,unknown,0
45,blue-collar,single,secondary,no,596,no,no,cellular,18,jun,133,1,-1,0,unknown,0
56,admin.,married,tertiary,no,1823,yes,no,cellular,26,sep,606,1,69,0,unknown,0
48,technician,married,tertiary,no,-83,no,no,unknown,18,nov,210,1,-1,0,unknown,0
24,unknown,married,secondary,no,-111,no,no,cellular,12,oct,216,2,-1,1,unknown,0
52,technician,single,tertiary,no,0,yes,no,unknown,2,jan,117,8,-1,0,unknown,0
30,management,single,secondary,no,692,yes,no,cellular,29,nov,108,4,-1,0,unknown,0
36,admin.,married,secondary,no,156,yes,no,cellular,21,jan,1132,1,-1,0,unknown,0
43,management,single,secondary,no,307,no,no,telephone,28,dec,251,1,306,0,unknown,0
62,technician,single,tertiary,no,1365,yes,no,unknown,30,dec,449,2,268,0,unknown,0
75,services,divorced,primary,no,465,no,no,unknown,1,oct,153,8,138,1,unknown,1
47,technician,married,secondary,no,1022,no,no,cellular,23,dec,54,1,-1,0,unknown,0
38,housemaid,single,tertiary,no,597,no,no,cellular,16,jun,101,7,-1,0,unknown,0
46,housemaid,married,secondary,no,77,yes,no,cellular,17,may,109,1,-1,0,unknown,0
50,technician,single,primary,no,-84,yes,no,cellular,1,nov,214,5,-1,0,unknown,0
37,management,divorced,tertiary,no,204,yes,no,cellular,21,jun,43,4,-1,0,success,0
60,retired,married,tertiary,no,-110,yes,no,cellular,23,jun,126,5,-1,0,unknown,0
43,blue-collar,single,tertiary,no,1245,yes,yes,cellular,3,apr,27,5,788,0,unknown,0
46,management,single,secondary,no,2182,yes,no,telephone,23,oct,177,1,-1,0,unknown,1
48,retired,married,tertiary,no,422,no,no,telephone,25,aug,759,3,-1,2,unknown,0
45,management,married,unknown,no,534,yes,no,cellular,27,may,106,3,-1,3,unknown,0
50,services,married,secondary,no,2340,yes,no,cellular,20,jun,13,5,-1,0,unknown,0
34,management,divorced,tertiary,no,177,yes,no,cellular,31,feb,242,2,-1,0,unknown,0
34,management,single,unknown,no,-9,yes,no,cellular,16,jan,259,2,-1,0,unknown,0
28,management,married,secondary,no,843,yes,no,unknown,21,aug,168,3,-1,0,unknown,0
45,unemployed,married,primary,no,1358,yes,no,telephone,14,jun,130,1,-1,0,unknown,0
49,retired,married,primary,no,1173,no,no,telephone,16,sep,575,4,-1,0,failure,0
46,admin.,married,tertiary,no,1676,yes,no,cellular,24,may,719,1,855,0,unknown,0
59,entrepreneur,married,secondary,yes,-112,no,no,unknown,9,aug,288,1,254,1,unknown,0
40,technician,married,secondary,no,638,yes,no,cellular,21,jul,179,2,785,0,unknown,0
48,technician,married,secondary,no,208,no,no,unknown,28,nov,18,4,654,0,unknown,0
28,blue-collar,married,primary,no,1935,no,no,cellular,21,oct,92,3,-1,0,unknown,0
36,blue-collar,single,primary,no,2892,no,no,cellular,2,jan,86,9,-1,0,unknown,0
48,unknown,divorced,tertiary,no,295,no,yes,cellular,25,jul,15,1,698,0,unknown,0
50,technician,single,secondary,no,-49,yes,no,cellular,13,apr,478,1,-1,1,unknown,0
37,self-employed,single,secondary,no,238,yes,no,cellular,22,jun,520,1,-1,0,unknown,0
40,management,married,tertiary,no,-35,yes,no,unknown,5,sep,628,1,-1,0,unknown,0
24,unemployed,married,tertiary,no,383,yes,no,cellular,21,sep,349,1,-1,0,unknown,0
37,management,married,primary,no,958,yes,no,cellular,20,sep,319,1,674,0,unknown,0
50,blue-collar,single,tertiary,no,5256,no,no,unknown,17,may,167,2,-1,0,unknown,0
47,technician,divorced,primary,no,564,yes,yes,cellular,6,apr,502,4,-1,0,unknown,0
46,blue-collar,single,tertiary,no,172,yes,no,cellular,17,jun,184,3,-1,0,unknown,0
41,blue-collar,divorced,tertiary,no,73,yes,yes,unknown,26,oct,7,2,-1,0,unknown,0
41,blue-collar,single,secondary,no,84,no,no,cellular,2,may,226,1,-1,0,unknown,0
33,blue-collar,married,primary,no,120,no,no,cellular,7,dec,127,1,601,0,success,0
48,admin.,married,tertiary,no,1954,yes,no,unknown,29,oct,190,1,-1,0,unknown,0
45,retired,married,secondary,yes,-105,yes,no,cellular,17,may,149,1,-1,0,unknown,1
46,services,married,secondary,no,8729,yes,no,telephone,24,aug,177,1,-1,0,unknown,0
35,technician,single,secondary,no,909,no,no,cellular,8,oct,29,1,360,0,unknown,0
18,blue-collar,married,tertiary,no,978,yes,no,cellular,23,may,3,12,-1,0,success,0
53,blue-collar,married,secondary,no,463,no,no,cellular,23,jan,107,2,-1,0,unknown,0
35,technician,married,secondary,no,1558,yes,yes,unknown,1,may,75,1,22,0,unknown,1
31,blue-collar,married,tertiary,no,756,yes,yes,unknown,29,may,74,2,-1,0,success,0
48,technician,married,secondary,no,398,no,no,cellular,19,may,713,1,-1,0,unknown,0
36,management,married,primary,no,262,no,no,cellular,25,dec,440,1,-1,0,unknown,0
52,technician,married,secondary,no,3698,no,no,cellular,5,mar,3,1,-1,0,unknown,0
47,management,single,tertiary,no,315,yes,no,cellular,5,dec,2,1,494,0,unknown,0
48,retired,married,secondary,no,660,no,yes,unknown,23,dec,387,2,-1,0,unknown,1
25,retired,single,secondary,no,446,yes,no,unknown,27,sep,1081,2,-1,0,failure,0
54,unemployed,divorced,secondary,no,-64,yes,yes,telephone,26,may,161,1,-1,0,unknown,0
43,admin.,single,primary,no,108,yes,no,cellular,24,dec,146,4,-1,0,unknown,0
36,management,divorced,tertiary,no,115,yes,no,cellular,22,feb,83,1,-1,0,failure,1
42,services,married,secondary,no,1574,no,no,cellular,21,may,283,3,-1,1,other,0
21,services,married,tertiary,no,582,yes,no,cellular,1,sep,164,1,-1,1,unknown,0
45,blue-collar,married,secondary,no,2084,no,no,cellular,26,aug,47,1,-1,1,unknown,1
29,blue-collar,married,unknown,no,1651,yes,no,unknown,10,jun,169,1,-1,0,success,0
26,housemaid,divorced,unknown,no,119,yes,no,cellular,10,sep,121,1,609,0,unknown,0
24,blue-collar,single,tertiary,yes,1041,no,no,cellular,29,jul,569,6,-1,0,unknown,0
53,services,married,tertiary,no,1837,no,no,cellular,25,feb,380,1,-1,0,unknown,0
34,management,married,primary,no,1303,no,no,unknown,22,jan,311,2,-1,0,unknown,0
57,management,married,tertiary,no,1174,no,no,unknown,3,mar,102,3,-1,0,unknown,0
35,blue-collar,single,tertiary,no,1818,yes,no,cellular,28,nov,38,1,-1,0,unknown,1
22,blue-collar,single,unknown,no,-112,no,no,unknown,12,apr,516,1,-1,0,unknown,0
28,admin.,single,tertiary,no,1771,no,no,cellular,26,sep,108,3,-1,0,unknown,1
54,housemaid,divorced,tertiary,no,277,yes,no,cellular,31,may,231,1,-1,0,unknown,1
39,entrepreneur,married,primary,no,1072,yes,no,cellular,12,feb,230,5,-1,1,unknown,0
34,management,married,tertiary,no,216,yes,no,cellular,7,oct,679,2,-1,0,unknown,0
42,admin.,married,tertiary,no,2537,yes,no,cellular,16,may,48,2,-1,0,unknown,0
46,blue-collar,married,secondary,no,782,no,yes,telephone,20,feb,381,6,-1,0,failure,0
53,management,divorced,secondary,no,1344,yes,no,cellular,29,sep,160,4,-1,0,unknown,0
56,blue-collar,married,secondary,no,2170,no,no,cellular,3,jun,49,4,-1,0,unknown,0
37,admin.,single,secondary,no,3185,yes,yes,cellular,28,dec,465,2,53,0,unknown,0
26,admin.,married,secondary,no,1775,yes,no,unknown,7,dec,442,1,-1,0,unknown,0
36,blue-collar,married,unknown,no,41,no,no,telephone,22,dec,10,4,-1,0,unknown,0
43,technician,married,tertiary,no,2691,yes,no,cellular,14,may,318,1,-1,0,success,0
30,housemaid,married,tertiary,no,1245,yes,yes,cellular,27,feb,43,5,-1,0,failure,1
30,retired,single,secondary,no,1210,no,no,cellular,4,jul,243,3,-1,0,unknown,0
44,entrepreneur,married,primary,no,3613,no,no,cellular,30,jul,266,4,-1,0,failure,0
40,technician,single,tertiary,no,229,no,no,cellular,10,feb,282,1,26,0,unknown,0
41,admin.,single,tertiary,no,210,yes,no,cellular,24,oct,33,1,-1,0,unknown,0
32,technician,married,secondary,no,879,yes,no,unknown,2,jun,235,3,-1,0,unknown,0
38,management,single,tertiary,no,1884,no,no,cellular,22,oct,27,8,645,0,unknown,0
30,blue-collar,married,tertiary,no,689,no,no,unknown,16,oct,353,4,-1,0,unknown,0
50,technician,single,tertiary,yes,1307,yes,yes,telephone,3,mar,16,4,-1,0,unknown,0
52,unknown,single,primary,no,703,no,no,cellular,15,aug,365,2,-1,0,unknown,0
20,management,divorced,primary,no,1213,yes,no,cellular,8,may,554,1,-1,0,unknown,0
30,unknown,married,unknown,no,2391,yes,no,cellular,16,aug,91,4,-1,0,unknown,0
24,technician,married,tertiary,no,98,yes,no,telephone,11,jul,388,1,471,0,unknown,0
33,management,married,unknown,no,1583,yes,yes,cellular,24,nov,139,1,369,2,unknown,0
40,management,married,primary,no,2122,yes,yes,cellular,11,aug,412,3,-1,0,unknown,0
25,self-employed,single,secondary,no,688,no,no,cellular,11,dec,299,3,-1,0,failure,0
30,services,divorced,secondary,no,385,yes,yes,cellular,1,jan,88,1,-1,0,success,0
29,technician,married,secondary,no,-179,no,no,cellular,2,jun,55,1,-1,0,failure,0
43,admin.,married,secondary,no,2192,no,no,cellular,20,nov,635,4,-1,0,unknown,0
41,blue-collar,married,secondary,no,396,no,no,cellular,1,dec,471,6,-1,0,unknown,0
33,housemaid,married,secondary,no,463,yes,yes,unknown,19,mar,278,1,-1,0,unknown,0
42,technician,married,tertiary,no,414,yes,yes,cellular,20,may,110,3,781,1,failure,0
34,retired,married,secondary,no,835,no,no,cellular,10,feb,184,2,-1,0,unknown,0
38,management,single,secondary,no,1618,yes,no,cellular,19,nov,210,1,-1,1,unknown,0
59,entrepreneur,married,tertiary,no,2016,no,no,cellular,21,apr,23,5,336,0,unknown,0
55,unemployed,married,primary,no,547,yes,no,cellular,11,jun,924,2,-1,0,unknown,0
26,blue-collar,single,unknown,no,1431,yes,no,cellular,12,jan,24,3,-1,0,unknown,0
50,technician,married,tertiary,no,1713,no,yes,unknown,10,feb,329,2,-1,0,unknown,1
49,management,single,secondary,no,328,no,no,cellular,7,feb,175,3,661,0,unknown,1
28,retired,single,secondary,no,-47,yes,no,cellular,24,sep,368,2,-1,0,unknown,0
50,unknown,single,secondary,no,3175,yes,no,cellular,8,nov,78,2,-1,1,unknown,0
57,technician,married,secondary,no,1495,no,no,cellular,11,dec,129,4,-1,2,unknown,1
28,unemployed,married,secondary,no,1366,yes,no,cellular,18,may,192,1,-1,0,unknown,0
30,management,single,unknown,no,-108,yes,no,cellular,16,may,33,3,731,0,other,0
52,technician,single,secondary,no,2354,yes,no,cellular,1,jun,492,1,-1,0,unknown,0
43,self-employed,married,secondary,no,1052,yes,no,cellular,29,oct,1231,1,-1,0,unknown,0
47,technician,married,secondary,no,2624,no,yes,cellular,30,mar,139,5,-1,0,unknown,0
44,technician,married,tertiary,no,5307,yes,yes,cellular,6,sep,122,2,-1,0,unknown,0
45,blue-collar,married,secondary,no,4523,no,no,telephone,17,mar,232,3,-1,0,failure,0
26,admin.,married,secondary,no,2707,no,no,unknown,22,apr,301,3,339,0,unknown,0
52,management,married,secondary,no,-183,no,no,cellular,13,dec,523,4,-1,0,unknown,0
53,self-employed,married,secondary,no,3053,yes,yes,telephone,23,sep,120,1,-1,0,unknown,0
38,admin.,single,secondary,no,-82,yes,yes,cellular,25,oct,373,3,-1,0,other,0
40,management,married,tertiary,no,2657,no,no,unknown,10,aug,70,3,613,0,unknown,0
24,admin.,single,secondary,no,293,yes,no,cellular,31,jun,294,1,-1,0,unknown,0
46,entrepreneur,single,tertiary,no,1212,no,no,cellular,10,aug,162,1,202,0,unknown,0
47,entrepreneur,married,tertiary,no,-141,yes,no,cellular,1,jan,279,1,-1,0,unknown,0
