SK_ID_CURR,TARGET,CODE_GENDER,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,CREDIT_INCOME_RATIO,ANNUITY_INCOME_RATIO,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_ID_PUBLISH,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,CNT_PREV_LOANS,REGION_POPULATION_RELATIVE,FLAG_DOCUMENT_3,FLAG_PHONE
104307,0,F,Higher education,Married,House/apartment,115761.5,407004.8,4301.17,3.5159,0.0372,-10950,-2985,-2439,0.7088,0.8798,0.8177,3,0.069388,1,1
104308,0,F,Higher education,Separated,House/apartment,404517.47,1930501.11,37067.98,4.7724,0.0916,-22630,-3041,-4751,0.2891,0.8983,0.4458,3,0.077379,1,0
104309,0,F,Secondary,Separated,With parents,45560.55,231625.85,2647.13,5.0839,0.0581,-15330,-1967,-3575,0.518,0.2528,0.3293,2,0.009116,1,1
104310,0,F,Higher education,Widow,House/apartment,90217.3,498855.08,7069.33,5.5295,0.0784,-15330,-5215,-4832,0.2585,0.8108,0.8487,0,0.021938,1,1
104311,0,F,Higher education,Single,House/apartment,50906.73,131368.41,1645.96,2.5806,0.0323,-11315,-3545,-1652,0.5172,0.9922,0.3928,2,0.0001,1,0
104312,1,F,Secondary,Widow,House/apartment,128520.27,479394.8,10317.2,3.7301,0.0803,-18615,-447,-1226,0.6019,0.4535,0.5293,3,0.030746,1,0
104313,1,M,Higher education,Married,House/apartment,348330.33,1296606.02,19077.12,3.7223,0.0548,-9855,-772,-2763,0.7346,0.7082,0.3193,2,0.024871,1,1
104314,0,F,Higher education,Married,With parents,158567.19,863694.92,10150.29,5.4469,0.064,-17520,-247,-4270,0.7285,0.6853,0.6184,2,0.004843,1,1
104315,0,F,Incomplete higher,Married,House/apartment,32429.27,167147.09,2420.84,5.1542,0.0746,-22265,-1007,-810,0.5503,0.2488,0.6417,2,0.00326,1,0
104316,0,F,Higher education,Married,Rented apartment,30000.0,85046.18,1170.3,2.8349,0.039,-14235,-758,-3606,0.6434,0.3862,0.0208,1,0.017861,1,1
104317,0,M,Secondary,Married,Municipal apartment,30000.0,113177.69,1861.6,3.7726,0.0621,-19710,-2798,-934,0.8511,0.1949,0.1424,1,0.028714,1,1
104318,0,F,Higher education,Married,House/apartment,275503.35,1525298.79,46013.38,5.5364,0.167,-15695,-2977,-1757,0.6321,0.2636,0.6502,4,0.009464,1,1
104319,0,F,Incomplete higher,Married,With parents,95682.45,574002.29,7363.08,5.999,0.077,-9855,-1114,-1233,0.3371,0.4059,0.8425,3,0.002185,1,1
104320,0,M,Secondary,Civil marriage,House/apartment,82420.15,375981.61,5078.72,4.5618,0.0616,-16060,-1301,-846,0.8083,0.2474,0.855,3,0.051743,1,1
104321,0,F,Secondary,Separated,House/apartment,46000.19,40339.92,675.63,0.877,0.0147,-14600,-3800,-2331,0.5839,0.8148,0.2766,0,0.045942,1,0
104322,0,F,Secondary,Civil marriage,House/apartment,84341.5,455877.58,8596.91,5.4051,0.1019,-18980,-1378,-4240,0.1253,0.1496,0.8122,1,0.008829,1,0
104323,0,F,Secondary,Married,House/apartment,65175.27,203891.3,2831.21,3.1284,0.0434,-14235,-4898,-3262,0.8975,0.489,0.2901,4,0.019139,1,1
104324,1,M,Secondary,Single,Rented apartment,204231.07,495974.98,6665.66,2.4285,0.0326,-17520,-3295,-4769,0.2569,0.5846,0.5989,7,0.1,1,1
104325,0,F,Secondary,Married,With parents,184104.85,385828.68,7483.59,2.0957,0.0406,-11315,-1100,-5060,0.3014,0.3959,0.2745,3,0.00566,1,1
104326,0,M,Secondary,Married,House/apartment,88595.19,435916.08,9459.53,4.9203,0.1068,-17155,-4991,-5601,0.7254,0.6458,0.7607,0,0.00183,1,0
104327,0,M,Higher education,Civil marriage,With parents,159095.91,865579.07,9224.74,5.4406,0.058,-15695,-2798,-4726,0.6834,0.6645,0.9522,1,0.025447,1,1
104328,0,F,Secondary,Married,House/apartment,133497.97,570252.08,6048.87,4.2716,0.0453,-14965,-5753,-4586,0.4178,0.8337,0.9604,2,0.007564,1,1
104329,0,F,Secondary,Married,Rented apartment,153680.72,127200.98,2497.38,0.8277,0.0163,-15695,-428,-3020,0.6668,0.4906,0.1047,1,0.03254,0,1
104330,0,F,Secondary,Married,House/apartment,213671.05,1266549.53,13592.76,5.9276,0.0636,-14235,-2142,-5080,0.6644,0.0432,0.9229,2,0.010789,1,0
104331,0,F,Secondary,Married,House/apartment,30000.0,107030.52,1619.28,3.5677,0.054,-16060,-4629,-3777,0.8096,0.9315,0.6762,1,0.008293,1,1
104332,0,M,Secondary,Civil marriage,Rented apartment,267451.41,1350896.45,54008.11,5.051,0.2019,-14600,-4,-706,0.8769,0.114,0.2893,2,0.011972,1,1
104333,0,F,Higher education,Married,House/apartment,49835.89,222583.06,6960.31,4.4663,0.1397,-11680,-187,-110,0.194,0.1504,0.5736,4,0.014651,1,1
104334,0,F,Secondary,Separated,House/apartment,72101.92,169011.93,4240.75,2.3441,0.0588,-10220,-236,-158,0.2965,0.8114,0.1928,2,0.004808,1,1
104335,1,M,Higher education,Separated,House/apartment,48558.85,269418.56,3261.66,5.5483,0.0672,-13505,-951,-3394,0.281,0.3343,0.954,3,0.012446,1,1
104336,0,M,Higher education,Married,House/apartment,263016.56,572460.12,7453.24,2.1765,0.0283,-14235,-3796,-2772,0.7537,0.0586,0.7186,4,0.027475,1,1
104337,0,M,Higher education,Civil marriage,House/apartment,305769.58,1800565.21,21572.66,5.8886,0.0706,-7665,-1191,-2706,0.6818,0.0872,0.9223,1,0.066723,1,1
104338,1,M,Secondary,Married,House/apartment,30000.0,177357.61,2886.35,5.9119,0.0962,-15695,-155,-5747,0.2017,0.6119,0.0626,4,0.05876,1,1
104339,0,F,Secondary,Separated,With parents,110724.85,81660.31,1267.08,0.7375,0.0114,-24455,-450,-2055,0.2859,0.6812,0.8502,2,0.008487,1,0
104340,0,M,Lower secondary,Single,House/apartment,72137.23,87353.22,3203.52,1.2109,0.0444,-18250,-785,-2287,0.5232,0.0405,0.5048,1,0.015057,1,1
104341,0,F,Academic degree,Single,House/apartment,30134.38,53918.44,1368.81,1.7893,0.0454,-14965,-3887,-3401,0.49,0.1882,0.1616,1,0.083891,0,1
104342,0,F,Secondary,Married,House/apartment,122002.53,308787.32,5402.39,2.531,0.0443,-12410,-409,-5859,0.8983,0.9143,0.0455,1,0.000628,1,1
104343,0,F,Secondary,Married,House/apartment,68260.56,279454.17,3428.16,4.0939,0.0502,-8760,-2221,-164,0.605,0.9645,0.5003,3,0.009062,0,1
104344,0,M,Secondary,Single,Rented apartment,188599.14,473049.44,6710.14,2.5082,0.0356,-18980,-3452,-5764,0.2137,0.6068,0.9994,1,0.010324,1,1
104345,0,F,Secondary,Single,House/apartment,271414.82,1534927.68,22331.91,5.6553,0.0823,-17155,-1313,-3407,0.7898,0.6642,0.6553,3,0.023167,1,0
104346,0,F,Secondary,Married,House/apartment,30000.0,93558.64,1059.12,3.1186,0.0353,-10585,-1745,-3719,0.241,0.9958,0.1632,1,0.025982,1,1
104347,0,M,Secondary,Married,House/apartment,119009.35,424310.05,6302.16,3.5654,0.053,-19345,-1416,-3081,0.3566,0.088,0.026,4,0.059137,1,0
104348,0,F,Incomplete higher,Married,House/apartment,130430.51,514505.32,11767.25,3.9447,0.0902,-18980,-2615,-1909,0.4186,0.5425,0.4593,1,0.047523,0,1
104349,0,F,Incomplete higher,Married,House/apartment,57430.26,163096.23,2761.01,2.8399,0.0481,-12775,-1350,-952,0.833,0.7531,0.7298,2,0.012239,1,0
104350,0,M,Higher education,Married,House/apartment,243507.1,971696.55,12880.19,3.9904,0.0529,-14235,-5219,-4772,0.1621,0.2238,0.3303,0,0.025428,1,1
104351,0,F,Higher education,Married,House/apartment,360483.99,357900.34,4267.59,0.9928,0.0118,-16425,-3657,-2700,0.4498,0.9492,0.071,1,0.010776,1,0
104352,1,F,Secondary,Married,Municipal apartment,216727.01,706829.33,11357.47,3.2614,0.0524,-17885,-2530,-5425,0.2427,0.6508,0.377,3,0.003782,0,1
104353,0,F,Secondary,Single,House/apartment,112422.21,260393.1,3163.17,2.3162,0.0281,-10950,-737,-2772,0.6436,0.2123,0.4661,3,0.011358,1,0
104354,0,M,Secondary,Married,House/apartment,30000.0,48337.83,507.47,1.6113,0.0169,-17885,-1686,-4010,0.4289,0.8829,0.5624,2,0.001903,0,1
104355,0,M,Higher education,Widow,Municipal apartment,82194.99,58161.1,2043.34,0.7076,0.0249,-15695,-251,-5932,0.2201,0.0959,0.4295,4,0.002076,1,1
104356,0,M,Secondary,Married,With parents,177511.34,851159.97,11111.44,4.795,0.0626,-20075,-921,-1391,0.8112,0.9855,0.1092,2,0.004447,1,1
104357,0,F,Secondary,Civil marriage,House/apartment,30000.0,35026.56,385.96,1.1676,0.0129,-18615,-1423,-4313,0.3648,0.1678,0.1099,2,0.01605,1,1
104358,0,F,Incomplete higher,Married,Office apartment,224285.48,323046.21,5382.76,1.4403,0.024,-15695,-777,-959,0.748,0.725,0.4403,2,0.006438,1,1
104359,0,F,Secondary,Married,House/apartment,142605.64,203196.62,3951.14,1.4249,0.0277,-19345,-175,-5440,0.1676,0.2821,0.0686,2,0.007743,1,0
104360,1,F,Higher education,Married,With parents,60436.15,356111.11,5588.98,5.8924,0.0925,-9490,-684,-5854,0.622,0.0647,0.3435,3,0.007061,1,1
104361,1,M,Higher education,Married,Municipal apartment,283095.41,536070.8,5998.97,1.8936,0.0212,-13870,-4668,-4101,0.3322,0.4542,0.2222,3,0.004599,0,0
104362,0,F,Higher education,Single,House/apartment,154551.82,235617.07,2760.88,1.5245,0.0179,-11680,-1716,-2337,0.6755,0.9596,0.1014,4,0.005536,1,1
104363,1,F,Higher education,Married,House/apartment,54245.9,316297.1,4705.9,5.8308,0.0868,-13140,-399,-504,0.6516,0.2553,0.3118,1,0.01011,1,0
104364,0,F,Secondary,Married,House/apartment,32965.16,130201.34,1429.38,3.9497,0.0434,-13140,-2900,-4909,0.8755,0.3446,0.8343,1,0.040457,1,1
104365,0,F,Secondary,Single,House/apartment,30000.0,127609.89,1675.54,4.2537,0.0559,-10585,-4313,-2725,0.3051,0.9857,0.754,2,0.013212,1,1
104366,0,M,Secondary,Married,House/apartment,648151.15,2000000.0,39155.34,3.0857,0.0604,-19345,-1495,-1644,0.3491,0.5721,0.3247,1,0.032237,1,1
104367,0,F,Incomplete higher,Married,House/apartment,304822.41,1068224.38,25967.15,3.5044,0.0852,-18615,-1034,-3700,0.3205,0.7082,0.155,2,0.002041,0,1
104368,0,M,Lower secondary,Married,With parents,174785.04,609194.06,8773.41,3.4854,0.0502,-13140,-815,-3949,0.2071,0.16,0.2962,1,0.025627,1,0
104369,0,F,Incomplete higher,Married,Municipal apartment,95396.33,571490.03,7247.75,5.9907,0.076,-7665,-329,-249,0.8261,0.5247,0.7171,0,0.026386,1,1
104370,0,F,Secondary,Widow,House/apartment,282708.21,1214078.32,16882.41,4.2945,0.0597,-13505,-104,-4176,0.5914,0.7151,0.3513,2,0.013932,1,1
104371,1,F,Secondary,Civil marriage,House/apartment,182205.49,804133.38,11782.96,4.4133,0.0647,-15330,-446,-4246,0.5243,0.0709,0.5176,3,0.052095,0,1
104372,0,F,Secondary,Married,House/apartment,122211.02,120364.75,3948.11,0.9849,0.0323,-20805,-1206,-3076,0.8767,0.7093,0.9636,0,0.018006,1,1
104373,0,F,Secondary,Married,House/apartment,227037.2,256230.83,3822.02,1.1286,0.0168,-13140,-97,-3931,0.535,0.0604,0.536,2,0.058705,1,0
104374,1,F,Secondary,Civil marriage,House/apartment,30000.0,98769.78,3989.02,3.2923,0.133,-19345,-7065,-5932,0.6984,0.1706,0.3317,3,0.032346,0,1
104375,0,F,Higher education,Widow,House/apartment,311208.34,1402907.68,52152.71,4.5079,0.1676,-13505,-2168,-1385,0.8586,0.4654,0.0012,5,0.002244,1,1
104376,0,M,Incomplete higher,Married,House/apartment,30000.0,139386.99,3311.72,4.6462,0.1104,-17885,-768,-3495,0.5726,0.687,0.454,1,0.008642,0,0
104377,1,F,Secondary,Separated,House/apartment,352002.84,1692829.56,51462.92,4.8091,0.1462,-18615,-1020,-5705,0.1983,0.2874,0.7082,1,0.0001,1,1
104378,0,F,Academic degree,Single,House/apartment,37236.69,164603.82,4069.71,4.4205,0.1093,-17885,-8175,-4409,0.7756,0.0149,0.3502,1,0.013977,1,1
104379,0,F,Secondary,Married,Municipal apartment,73727.13,84411.13,899.52,1.1449,0.0122,-11680,-796,-3959,0.1813,0.9247,0.4447,1,0.013258,1,1
104380,1,M,Secondary,Civil marriage,House/apartment,214160.03,1089335.65,11938.77,5.0865,0.0557,-14235,-305,-1769,0.8572,0.2814,0.7751,1,0.027796,1,1
104381,1,F,Secondary,Single,Municipal apartment,30000.0,141513.11,4849.92,4.7171,0.1617,-17885,-1042,-2499,0.4574,0.4811,0.8782,2,0.008588,1,1
104382,0,M,Higher education,Married,With parents,551682.19,1408997.85,46857.01,2.554,0.0849,-9125,-404,-5991,0.651,0.0657,0.8351,2,0.003389,1,0
104383,0,F,Secondary,Separated,House/apartment,207415.23,569926.43,8651.5,2.7478,0.0417,-18615,-1617,-564,0.7782,0.6854,0.429,2,0.021227,0,1
104384,1,F,Secondary,Married,House/apartment,45269.66,160463.21,1743.02,3.5446,0.0385,-10585,-875,-158,0.2324,0.7937,0.2993,1,0.07881,1,1
104385,1,M,Secondary,Single,House/apartment,327859.53,1954235.55,24784.44,5.9606,0.0756,-10220,-560,-1927,0.3652,0.4603,0.5635,3,0.05962,1,1
104386,1,M,Higher education,Single,House/apartment,30000.0,137794.06,1872.92,4.5931,0.0624,-13505,-632,-1674,0.6356,0.1589,0.4038,3,0.0093,1,1
104387,0,M,Secondary,Married,House/apartment,30000.0,153233.73,2889.24,5.1078,0.0963,-12775,-5975,-978,0.7478,0.1221,0.1267,2,0.005581,1,1
104388,0,F,Secondary,Married,House/apartment,58662.9,95686.71,1280.18,1.6311,0.0218,-16425,-864,-5050,0.4459,0.946,0.5064,1,0.013087,1,1
104389,0,F,Secondary,Separated,Municipal apartment,30000.0,98450.58,1460.73,3.2817,0.0487,-16425,-5077,-3208,0.7729,0.726,0.3572,2,0.005152,1,1
104390,0,F,Secondary,Married,House/apartment,257156.76,924375.09,11413.45,3.5946,0.0444,-15695,-1465,-2964,0.8972,0.3893,0.2321,0,0.00792,1,1
104391,0,M,Incomplete higher,Married,House/apartment,72801.79,54113.78,599.91,0.7433,0.0082,-11680,-1510,-3670,0.6946,0.2006,0.2031,0,0.000691,0,0
104392,0,M,Higher education,Married,With parents,144979.82,161398.28,2091.43,1.1132,0.0144,-20440,-161,-4223,0.452,0.6446,0.7514,2,0.020553,1,0
104393,0,F,Lower secondary,Married,House/apartment,259656.65,436061.62,10601.38,1.6794,0.0408,-15695,-6908,-1004,0.4708,0.6794,0.5445,3,0.002081,1,0
104394,0,F,Secondary,Married,House/apartment,30000.0,160759.94,2750.93,5.3587,0.0917,-19345,-1357,-666,0.6802,0.7753,0.8233,3,0.03035,1,1
104395,0,F,Secondary,Married,With parents,545619.64,2000000.0,26311.36,3.6656,0.0482,-7665,-3481,-650,0.859,0.5311,0.9963,6,0.012481,1,0
104396,0,F,Academic degree,Single,House/apartment,158135.15,502035.94,6064.12,3.1747,0.0383,-17520,-2129,-3532,0.4125,0.2365,0.9388,1,0.025574,1,0
104397,0,F,Higher education,Separated,House/apartment,30000.0,144394.57,3614.51,4.8132,0.1205,-13140,-1219,-5416,0.3357,0.9294,0.2358,3,0.032863,1,1
104398,0,F,Secondary,Married,With parents,116576.18,392500.28,6109.32,3.3669,0.0524,-18615,-2141,-4656,0.1565,0.5864,0.8394,0,0.00887,0,0
104399,0,F,Secondary,Married,House/apartment,307031.91,1710327.03,18664.51,5.5705,0.0608,-22630,-213,-5362,0.3304,0.0036,0.5673,3,0.008623,1,1
104400,0,F,Higher education,Married,Office apartment,342288.51,708134.02,9788.96,2.0688,0.0286,-10950,-109,-1290,0.282,0.3908,0.6654,0,0.02007,1,0
104401,0,M,Secondary,Single,House/apartment,206653.42,238418.67,3787.14,1.1537,0.0183,-18980,-801,-4652,0.536,0.2158,0.7743,0,0.004094,1,1
104402,0,M,Secondary,Married,With parents,537545.32,413730.54,5567.84,0.7697,0.0104,-13140,-387,-3699,0.6556,0.4334,0.1184,2,0.050819,1,0
104403,1,F,Secondary,Married,House/apartment,103679.08,301725.73,4679.78,2.9102,0.0451,-8030,-3951,-641,0.5955,0.7415,0.449,0,0.030326,1,0
104404,0,F,Secondary,Married,Municipal apartment,77390.55,168631.3,3754.16,2.179,0.0485,-19345,-652,-715,0.1542,0.3062,0.3082,0,0.008569,1,0
104405,1,F,Secondary,Single,Municipal apartment,37438.74,217918.41,4087.32,5.8207,0.1092,-22995,-1978,-4438,0.6571,0.0804,0.8702,4,0.004275,1,1
104406,0,F,Incomplete higher,Married,House/apartment,91742.08,491109.01,5854.98,5.3531,0.0638,-24090,-4420,-4344,0.7229,0.7502,0.3593,0,0.021219,1,0
104407,0,M,Higher education,Married,House/apartment,292098.72,836757.49,12606.7,2.8646,0.0432,-16790,-117,-3667,0.4888,0.8869,0.9751,1,0.0001,1,1
104408,0,M,Higher education,Married,House/apartment,30000.0,17741.99,324.01,0.5914,0.0108,-9855,-2253,-1407,0.6729,0.079,0.203,2,0.000737,1,1
104409,0,F,Higher education,Married,House/apartment,38044.68,38692.29,1204.37,1.017,0.0317,-14600,-19,-5965,0.6958,0.8571,0.5527,2,0.006364,1,1
104410,0,F,Higher education,Married,With parents,534198.23,900004.98,27880.2,1.6848,0.0522,-14965,-3574,-1264,0.3459,0.9287,0.6459,0,0.022994,1,1
104411,0,M,Lower secondary,Married,House/apartment,234383.99,622839.88,17853.07,2.6573,0.0762,-20075,-7637,-5743,0.1116,0.8244,0.6695,3,0.013846,0,0
104412,1,M,Secondary,Married,House/apartment,48948.95,240302.93,2649.88,4.9093,0.0541,-15330,-480,-2000,0.3177,0.0357,0.2631,1,0.009223,1,1
104413,0,M,Secondary,Single,House/apartment,273334.53,1418731.31,15268.17,5.1905,0.0559,-7665,-321,-5176,0.1502,0.2894,0.4667,2,0.013789,1,1
104414,0,M,Secondary,Single,House/apartment,30000.0,179851.43,2341.84,5.995,0.0781,-17885,-1261,-3379,0.3068,0.275,0.0063,1,0.004304,0,1
104415,0,F,Secondary,Married,House/apartment,164853.83,563998.07,20547.81,3.4212,0.1246,-15695,-5520,-3731,0.3476,0.4191,0.5119,1,0.007951,1,0
104416,1,F,Secondary,Married,With parents,33335.84,190493.37,2827.64,5.7144,0.0848,-18980,-649,-1730,0.3226,0.2021,0.2455,1,0.006819,1,1
104417,0,M,Lower secondary,Married,House/apartment,113587.8,464859.87,6742.09,4.0925,0.0594,-16425,-697,-4520,0.8742,0.9266,0.9696,3,0.00387,1,1
104418,0,F,Higher education,Married,House/apartment,149920.0,469064.51,4942.92,3.1288,0.033,-18250,-1767,-2773,0.1735,0.2003,0.0568,0,0.010264,1,1
104419,0,M,Secondary,Civil marriage,Rented apartment,198424.34,246558.44,5979.3,1.2426,0.0301,-15695,-2291,-542,0.5632,0.3857,0.2675,0,0.000655,0,0
104420,0,F,Lower secondary,Separated,House/apartment,355918.92,1972250.66,25928.95,5.5413,0.0729,-16790,-1426,-4380,0.5704,0.5403,0.9515,3,0.00774,1,1
104421,1,F,Higher education,Married,House/apartment,236583.42,1281359.32,13411.51,5.4161,0.0567,-11680,-462,-2258,0.3413,0.2387,0.2331,2,0.016104,1,0
104422,1,F,Secondary,Married,With parents,53113.48,283460.93,3094.08,5.3369,0.0583,-16790,-4252,-5400,0.7403,0.3924,0.2399,3,0.032784,0,0
104423,0,F,Higher education,Single,House/apartment,277792.6,1611259.37,32536.62,5.8002,0.1171,-14600,-1349,-5143,0.24,0.7719,0.4808,2,0.01911,1,0
104424,1,F,Secondary,Single,House/apartment,30000.0,150144.72,4392.99,5.0048,0.1464,-17520,-5339,-145,0.2512,0.2642,0.5312,1,0.001734,1,0
104425,0,F,Higher education,Single,House/apartment,200021.34,106113.7,3594.57,0.5305,0.018,-10585,-1182,-3030,0.5176,0.6908,0.4934,2,0.03776,1,1
104426,0,M,Secondary,Civil marriage,House/apartment,99042.04,439025.66,15508.75,4.4327,0.1566,-21170,-268,-5999,0.5947,0.7416,0.5702,0,0.059202,1,1
104427,0,F,Secondary,Married,House/apartment,86872.83,242123.53,7980.15,2.7871,0.0919,-16425,-834,-3764,0.2048,0.0497,0.8782,2,0.001047,1,1
104428,0,F,Secondary,Civil marriage,House/apartment,180849.04,1029506.74,10891.18,5.6926,0.0602,-18615,-1430,-5190,0.4709,0.4651,0.7253,1,0.031105,1,0
104429,1,F,Secondary,Civil marriage,Municipal apartment,30000.0,144413.64,1519.2,4.8138,0.0506,-15695,-392,-2213,0.4011,0.0523,0.3565,1,0.027293,1,0
104430,1,F,Secondary,Married,With parents,309504.02,1521908.4,47076.21,4.9172,0.1521,-17885,-951,-1838,0.7478,0.9819,0.534,2,0.038432,1,0
104431,0,F,Secondary,Married,House/apartment,44954.56,49384.3,1651.99,1.0985,0.0367,-7665,-205,-258,0.2922,0.1739,0.5181,1,0.007539,1,1
104432,0,F,Secondary,Married,Rented apartment,252476.84,770840.59,10728.55,3.0531,0.0425,-14965,-4067,-3480,0.2685,0.7416,0.2348,5,0.015926,1,0
104433,0,M,Secondary,Married,House/apartment,58455.58,175785.7,2118.97,3.0072,0.0362,-12410,-5763,-5120,0.8817,0.7296,0.0687,2,0.023934,0,1
104434,0,F,Secondary,Civil marriage,House/apartment,198650.74,639682.41,8139.31,3.2201,0.041,-14235,-1111,-2441,0.5748,0.37,0.8175,2,0.006892,1,1
104435,0,M,Higher education,Married,House/apartment,377621.84,1842422.74,74685.25,4.879,0.1978,-19710,-4109,-3602,0.4977,0.715,0.9305,2,0.000169,1,0
104436,0,F,Secondary,Married,House/apartment,176302.7,301954.8,5460.24,1.7127,0.031,-9125,-356,-2703,0.269,0.3229,0.0082,1,0.038529,1,1
104437,0,M,Secondary,Single,Rented apartment,40149.17,59699.05,787.15,1.4869,0.0196,-18615,-131,-5906,0.7668,0.1068,0.0624,3,0.068275,0,1
104438,0,M,Higher education,Married,Rented apartment,180555.59,942212.46,11417.3,5.2184,0.0632,-17520,-724,-5881,0.1751,0.9414,0.051,0,0.076988,1,1
104439,0,F,Secondary,Married,Rented apartment,180615.2,919603.07,12428.81,5.0915,0.0688,-20805,-498,-5549,0.1912,0.6311,0.8699,3,0.005406,1,1
104440,0,F,Secondary,Married,House/apartment,387341.06,1612934.28,33786.35,4.1641,0.0872,-7665,-490,-1502,0.3458,0.1153,0.4887,1,0.010494,1,1
104441,0,M,Higher education,Civil marriage,House/apartment,44421.29,37493.12,861.93,0.844,0.0194,-17885,-2750,-2162,0.4895,0.2044,0.4985,1,0.000987,1,1
104442,0,M,Secondary,Married,House/apartment,522788.44,2000000.0,23897.64,3.8256,0.0457,-16425,-3077,-1641,0.8591,0.1288,0.4356,3,0.038499,1,0
104443,0,F,Secondary,Widow,House/apartment,173355.65,189550.06,3002.98,1.0934,0.0173,-15330,-1512,-4270,0.866,0.047,0.5112,1,0.010295,1,1
104444,0,F,Incomplete higher,Married,House/apartment,57480.97,154206.53,3644.65,2.6827,0.0634,-21170,-2337,-5119,0.209,0.8009,0.0914,1,0.006003,1,1
104445,1,F,Secondary,Married,House/apartment,106930.17,547109.7,6328.9,5.1165,0.0592,-7665,-608,-5977,0.4373,0.0432,0.9132,0,0.003101,1,1
104446,0,F,Lower secondary,Married,House/apartment,215194.21,143837.38,1737.09,0.6684,0.0081,-16060,-2185,-5127,0.3589,0.7067,0.7098,0,0.009461,1,1
104447,0,M,Incomplete higher,Widow,House/apartment,30000.0,119655.63,2010.02,3.9885,0.067,-19710,-2564,-2236,0.2112,0.7588,0.9337,2,0.028928,1,0
104448,0,M,Secondary,Married,House/apartment,61472.11,217494.29,2641.2,3.5381,0.043,-9125,-5251,-3591,0.5881,0.2095,0.0221,1,0.005418,1,1
104449,0,F,Secondary,Married,House/apartment,326985.44,841284.38,26751.44,2.5728,0.0818,-17885,-167,-2581,0.6198,0.7247,0.6743,0,0.037767,1,1
104450,0,M,Secondary,Married,Rented apartment,30000.0,50159.32,561.45,1.672,0.0187,-16790,-3427,-4938,0.3789,0.6748,0.8075,2,0.040391,0,1
104451,0,F,Secondary,Married,Rented apartment,112618.49,158925.8,1683.49,1.4112,0.0149,-7665,-321,-361,0.4537,0.8886,0.8456,0,0.015691,1,1
104452,0,F,Incomplete higher,Widow,House/apartment,128550.6,658202.03,26558.86,5.1202,0.2066,-20075,-1022,-5033,0.7298,0.1483,0.3432,1,0.011893,1,1
104453,0,M,Secondary,Civil marriage,Rented apartment,50737.86,56239.82,650.85,1.1084,0.0128,-12045,-11,-568,0.1454,0.7403,0.3146,1,0.019298,1,1
104454,1,F,Secondary,Married,House/apartment,77709.73,451371.11,5776.23,5.8084,0.0743,-21900,-5584,-2027,0.8436,0.3234,0.8794,2,0.008386,1,1
104455,0,F,Higher education,Single,House/apartment,361541.24,570703.04,6669.75,1.5785,0.0184,-17885,-6034,-4734,0.8057,0.0174,0.5552,2,0.000423,1,0
104456,0,F,Higher education,Married,House/apartment,30000.0,134023.68,2953.94,4.4675,0.0985,-16790,-5759,-5230,0.279,0.3353,0.5335,1,0.02227,1,1
104457,0,F,Secondary,Married,House/apartment,30000.0,106945.33,1152.89,3.5648,0.0384,-19710,-171,-4240,0.447,0.363,0.1943,2,0.032313,0,0
104458,0,M,Secondary,Civil marriage,House/apartment,347180.08,888456.91,10580.64,2.5591,0.0305,-18980,-676,-5620,0.2275,0.5563,0.0473,1,0.018747,1,0
104459,0,F,Higher education,Separated,With parents,30000.0,165847.67,3089.71,5.5283,0.103,-7665,-930,-4050,0.2882,0.8876,0.6979,4,0.0001,1,1
104460,0,F,Incomplete higher,Married,House/apartment,30000.0,20635.25,255.49,0.6878,0.0085,-8760,-7024,-4950,0.6784,0.5743,0.0611,1,0.020453,1,1
104461,0,F,Incomplete higher,Married,House/apartment,131725.52,621560.66,11368.06,4.7186,0.0863,-14965,-2815,-1136,0.7084,0.084,0.353,1,0.010319,1,1
104462,0,F,Secondary,Married,House/apartment,623749.72,2000000.0,41895.43,3.2064,0.0672,-11315,-1902,-3973,0.6855,0.6614,0.8825,5,0.005048,1,1
104463,0,M,Higher education,Single,House/apartment,88848.91,452758.5,13118.88,5.0958,0.1477,-22265,-886,-2157,0.1567,0.3915,0.9109,0,0.006291,1,1
104464,0,M,Higher education,Married,House/apartment,110852.13,599087.19,6598.49,5.4044,0.0595,-11680,-6702,-4114,0.2004,0.3242,0.354,0,0.042802,1,1
104465,0,F,Secondary,Married,House/apartment,262653.14,791961.31,19471.93,3.0152,0.0741,-16060,-2270,-3970,0.6217,0.2139,0.4008,3,0.023436,1,0
104466,1,M,Secondary,Married,House/apartment,178785.06,753219.77,12387.52,4.213,0.0693,-17885,-1340,-5159,0.5309,0.5988,0.5831,3,0.009894,1,1
104467,0,F,Secondary,Single,Rented apartment,828782.25,2000000.0,32233.16,2.4132,0.0389,-25185,-1326,-1328,0.424,0.3712,0.9824,5,0.006696,1,0
104468,0,F,Higher education,Married,House/apartment,142277.42,534176.22,20204.03,3.7545,0.142,-20075,-145,-5101,0.6372,0.9924,0.4511,2,0.013647,1,1
104469,0,M,Incomplete higher,Widow,House/apartment,81621.51,52019.37,639.4,0.6373,0.0078,-12775,-869,-2736,0.8182,0.7373,0.7886,4,0.042042,1,1
